movieId,title,genres,year
168904,Bad Kids of Crestview Academy (2017),Comedy|Fantasy|Mystery|Sci-Fi|Thriller,2017.0
168996,Smetto quando voglio: Masterclass (2017),Comedy,2017.0
169020,In Dubious Battle (2017),Drama,2017.0
169028,Berlin Syndrome (2017),Drama|Thriller,2017.0
169030,Az állampolgár (2017),Drama,2017.0
169106,Youth in Oregon (2017),Comedy|Drama,2017.0
169164,Song to Song (2017),Drama,2017.0
169166,To the Bone (2017),Drama,2017.0
169168,Girlfriend's Day (2017),Comedy|Drama,2017.0
169172,Have a Nice Day (2017),(no genres listed),2017.0
169180,American Fable (2017),Thriller,2017.0
169188,Katherine Ryan: In Trouble (2017),Comedy,2017.0
169198,Almost Adults (2017),Comedy|Drama|Romance,2017.0
169204,Mein Blind Date mit dem Leben (2017),Comedy,2017.0
169210,A Good Wife (2017),Drama,2017.0
169216,Spoor (2017),Drama,2017.0
169218,God's Own Country (2017),Drama|Romance,2017.0
169220,A Fantastic Woman (2017),Drama,2017.0
169222,Colo (2017),Drama,2017.0
169242,"Ana, mon amour (2017)",Drama,2017.0
169244,Hostages (2017),(no genres listed),2017.0
169256,Lovesong (2017),Drama,2017.0
169264,Jen Kirkman: Just Keep Livin’? (2017),Comedy,2017.0
169288,Major Grom (2017),Action|Adventure|Drama|Sci-Fi,2017.0
169294,Becoming Warren Buffett (2017),Documentary,2017.0
169302,Everybody Loves Somebody (2017),Comedy,2017.0
169390,RAID Dingue (2017),Comedy,2017.0
169406,Britney Ever After (2017),Drama,2017.0
169472,"Nick Cannon: Stand Up, Don't Shoot (2017)",Comedy,2017.0
169478,Fair Haven (2017),Children|Drama,2017.0
169488,Oklahoma City (2017),Documentary,2017.0
169506,Asteria (2017),Animation|Comedy|Sci-Fi,2017.0
169654,Don't Hang Up (2017),Horror|Thriller,2017.0
169666,Mean Dreams (2017),Thriller,2017.0
169682,Fare (2017),Drama|Thriller,2017.0
169692,Tom of Finland (2017),Drama,2017.0
169696,Deconstructing The Beatles | Sgt. Peppers Lonely Hearts Club Band (2017),(no genres listed),2017.0
169744,Zombie Pizza (2017),Comedy|Horror,2017.0
169754,Wolves (2017),Drama,2017.0
169756,Their Finest (2017),Comedy|Drama|Romance|War,2017.0
169758,The Ottoman Lieutenant (2017),Drama|Romance|War,2017.0
169760,Lady Macbeth (2017),Drama,2017.0
169762,The Sense of an Ending (2017),Drama,2017.0
169772,Tim Timmerman: Hope of America (2017),Comedy,2017.0
169800,The Institute (2017),Horror|Thriller,2017.0
169804,Internet - O Filme (2017),Comedy,2017.0
169812,Patients (2017),Comedy|Drama,2017.0
169842,The Shack (2017),Drama|Fantasy,2017.0
169850,The Bride (2017),Horror,2017.0
169862,Kundschafter des Friedens (2017),Comedy,2017.0
169864,Life (2017),Horror|Sci-Fi|Thriller,2017.0
169880,Don't Kill It (2017),Fantasy|Horror,2017.0
169888,Kaabil (2017),Action|Romance,2017.0
169892,The Raking (2017),Horror,2017.0
169900,The Lost City of Z (2017),Action|Adventure|Drama,2017.0
169902,Sleight (2017),Action|Drama|Sci-Fi|Thriller,2017.0
169926,Kurt Braunohler: Trust Me (2017),Comedy,2017.0
169950,Disappearance (2017),Drama,2017.0
169958,Buster's Mal Heart (2017),Drama|Mystery,2017.0
169966,The King (2017),Crime|Drama,2017.0
169970,Ghosts of Darkness (2017),Horror,2017.0
169982,Power Rangers (2017),Action|Adventure|Sci-Fi,2017.0
169984,Alien: Covenant (2017),Action|Horror|Sci-Fi|Thriller,2017.0
169986,Beata ignoranza (2017),(no genres listed),2017.0
169992,Free Fire (2017),Action|Crime|Drama,2017.0
170024,Casting JonBenet (2017),Documentary,2017.0
170026,Django (2017),Drama,2017.0
170046,Amy Schumer: The Leather Special (2017),Comedy,2017.0
170105,Saattokeikka (2017),Comedy|Drama,2017.0
170151,The Party (2017),Comedy,2017.0
170153,The Dinner (2017),Drama|Mystery|Thriller,2017.0
170155,Wild Mouse (2017),Comedy|Crime|Drama,2017.0
170157,The Avenue (2017),Crime|Drama,2017.0
170183,Arsenal (2017),Thriller,2017.0
170199,Zona hostil (2017),Action|Drama|War,2017.0
170201,Jim Norton: Mouthful of Shame (2017),Comedy,2017.0
170209,From Straight A's to XXX (2017),Drama,2017.0
170221,Stray Bullets (2017),Crime|Drama|Thriller,2017.0
170235,The Invisible Guardian (2017),Crime|Thriller,2017.0
170241,Born in China (2017),Documentary|Drama,2017.0
170253,Gemini (2017),Thriller,2017.0
170263,Trevor Noah: Afraid of the Dark (2017),Comedy,2017.0
170317,Lost in Paris (2017),(no genres listed),2017.0
170357,Dave Chappelle: The Age of Spin (2017),Comedy,2017.0
170359,David Bowie: The Last Five Years (2017),Documentary,2017.0
170369,The Evil Within (2017),Horror|Thriller,2017.0
170393,The Last Word (2017),Comedy,2017.0
170399,CHiPS (2017),Action|Comedy|Drama,2017.0
170401,Table 19 (2017),Comedy|Drama,2017.0
170403,Going in Style (2017),Comedy,2017.0
170405,Bokeh (2017),Drama|Sci-Fi,2017.0
170407,Alibi.com (2017),Comedy,2017.0
170411,Dave Chappelle: Deep in the Heart of Texas (2017),Comedy,2017.0
170423,All Nighter (2017),Comedy,2017.0
170425,Monsieur & Madame Adelman (2017),Comedy|Drama,2017.0
170447,Deidra & Laney Rob a Train (2017),Comedy|Crime|Drama,2017.0
170453,Carnage: Swallowing the Past (2017),Comedy|Drama,2017.0
170477,Atomica (2017),Sci-Fi|Thriller,2017.0
170481,The Most Hated Woman in America (2017),Crime|Drama,2017.0
170489,Sidney Hall (2017),Drama,2017.0
170501,Bitter Harvest (2017),Drama|Romance|War,2017.0
170537,Vengeance: A Love Story (2017),Thriller,2017.0
170555,The Bar (2017),Comedy|Thriller,2017.0
170627,Smurfs: The Lost Village (2017),Adventure|Animation|Children|Comedy,2017.0
170629,The Discovery (2017),Drama|Romance|Sci-Fi,2017.0
170637,Viceroy's House (2017),Drama,2017.0
170643,The Devotion of Suspect X (2017) (2017),Mystery|Thriller,2017.0
170645,The Zookeeper's Wife (2017),Drama,2017.0
170661,Female Fight Club (2017),Action,2017.0
170691,Eloise (2017),Horror|Mystery|Thriller,2017.0
170697,Gifted (2017),Drama,2017.0
170709,Teen Titans: The Judas Contract (2017),Action|Animation|Sci-Fi,2017.0
170729,Louis C.K. 2017 (2017),Comedy,2017.0
170741,Cantábrico (2017),(no genres listed),2017.0
170751,Aftermath (2017),Drama|Thriller,2017.0
170755,Small Town Killers (2017),Comedy|Crime,2017.0
170779,The Bigfoot Project (2017),Comedy,2017.0
170781,The Case for Christ (2017),Drama,2017.0
170783,1 Mile to You (2017),(no genres listed),2017.0
170785,Spark: A Space Tail (2017),Animation|Children,2017.0
170787,"Everything, Everything (2017)",Drama|Romance,2017.0
170789,Diary of a Wimpy Kid: The Long Haul (2017),Children|Comedy,2017.0
170795,Felicity (2017),Drama,2017.0
170807,Dance to Death (2017),Action|Fantasy,2017.0
170809,The Spacewalker (2017),Drama,2017.0
170813,Baywatch (2017),Action|Comedy,2017.0
170815,Unforgettable (2017),Thriller,2017.0
170817,Snatched (2017),Action|Comedy,2017.0
170827,The Mummy (2017),Action|Adventure|Fantasy|Horror|Thriller,2017.0
170835,From a House on Willow Street (2017),Horror,2017.0
170857,"Blood, Sand & Gold (2017)",Action,2017.0
170867,Dear Diary I Died (2017),Drama,2017.0
170875,The Fate of the Furious (2017),Action|Crime|Drama|Thriller,2017.0
170881,After Porn Ends 2 (2017),Documentary,2017.0
170885,Burning Sands (2017),Drama,2017.0
170893,Teleios (2017),Sci-Fi,2017.0
170897,Sandy Wexler (2017),Comedy,2017.0
170901,Extortion (2017),Adventure|Crime|Drama,2017.0
170917,The Transfiguration (2017),Drama|Horror,2017.0
170937,Win It All (2017),Comedy,2017.0
170939,Captain Underpants: The First Epic Movie (2017),Action|Animation|Children|Comedy,2017.0
170941,3 Idiotas (2017),(no genres listed),2017.0
170943,Band Aid (2017),(no genres listed),2017.0
170945,It Comes at Night (2017),Horror|Mystery|Thriller,2017.0
170947,Megan Leavey (2017),Adventure|Drama|War,2017.0
170949,My Cousin Rachel (2017),Drama|Romance,2017.0
170957,Cars 3 (2017),Adventure|Animation|Comedy,2017.0
170959,Maudie (2017),Drama|Romance,2017.0
170961,Resident Evil: Vendetta (2017),Animation|Horror,2017.0
170967,Mad Families (2017),Comedy,2017.0
170969,The False Secrets (2017),Comedy,2017.0
170985,The Marine 5 Battleground (2017),Action,2017.0
170987,The Covenant (2017),Horror,2017.0
171005,Rufus 2 (2017),Children|Comedy|Fantasy,2017.0
171007,The Book of Henry (2017),Drama,2017.0
171023,The Hero (2017),Drama,2017.0
171049,The Wall (2017),Drama|Thriller,2017.0
171061,Diamond Cartel (2017),Action,2017.0
171071,Genocidal Organ (2017),Animation|Sci-Fi,2017.0
171085,The Snare (2017),Horror|Thriller,2017.0
171109,Phoenix Forgotten (2017),Horror|Mystery|Sci-Fi,2017.0
171111,Skins (2017),Comedy|Drama,2017.0
171113,The Immortal Life of Henrietta Lacks (2017),Drama,2017.0
171117,Boiling Point (2017),Documentary,2017.0
171123,Burn Your Maps (2017),Adventure,2017.0
171157,Lowriders (2017),Drama,2017.0
171165,Hell (2017),Crime|Horror|Thriller,2017.0
171193,The Dark Tapes (2017),Horror|Sci-Fi|Thriller,2017.0
171207,Beyond Skyline (2017),Action|Sci-Fi,2017.0
171209,Punching Henry (2017),Comedy,2017.0
171227,How to Be a Latin Lover (2017),Comedy,2017.0
171233,The Trip to Spain (2017),Comedy|Drama,2017.0
171251,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",Documentary,2017.0
171253,Brigsby Bear (2017),Comedy,2017.0
171261,Lucas Brothers: On Drugs (2017),Comedy,2017.0
171265,I Am Heath Ledger (2017),Documentary,2017.0
171315,Sand Castle (2017),Drama|War,2017.0
171337,Moontrap Target Earth (2017),Action|Adventure|Sci-Fi,2017.0
171341,The Yellow Birds (2017),Drama|War,2017.0
171345,Uncertain (2017),Documentary,2017.0
171439,A Dark Song (2017),Drama|Horror,2017.0
171443,"Have Fun, Vasya! (2017)",Comedy,2017.0
171455,Fabricated City (2017),Action|Crime,2017.0
171491,Unlocked (2017),Action|Thriller,2017.0
171497,Voice from the Stone (2017),Drama|Mystery|Romance|Thriller,2017.0
171501,Small Crimes (2017),Comedy|Crime|Thriller,2017.0
171517,Kolonya Cumhuriyeti (2017),Comedy,2017.0
171581,Flower (2017),(no genres listed),2017.0
171583,Super Dark Times (2017),Drama|Thriller,2017.0
171599,Bottom of the World (2017),Drama|Mystery|Thriller,2017.0
171601,Stratton (2017),Action|Thriller,2017.0
171609,The Lovers (2017),Comedy,2017.0
171611,Baahubali 2: The Conclusion (2017),Action|Adventure|War,2017.0
171623,Tomato Red (2017),Drama|Thriller,2017.0
171625,Taking Earth (2017),Sci-Fi,2017.0
171661,Omicidio all'italiana (2017),Comedy,2017.0
171689,Norman: The Moderate Rise and Tragic Fall of a New York Fixer (2017),Drama|Thriller,2017.0
171755,Seizure (2017),Horror,2017.0
171757,Amityville: The Awakening (2017),Horror|Thriller,2017.0
171759,The Beguiled (2017),Drama|Thriller|Western,2017.0
171761,The Reagan Show (2017),Documentary,2017.0
171763,Baby Driver (2017),Action|Crime|Thriller,2017.0
171765,Okja (2017),Action|Adventure|Drama|Sci-Fi,2017.0
171801,Asylum of Darkness (2017),Horror,2017.0
171867,Rough Night (2017),Comedy|Drama,2017.0
171879,Hidden Kisses (2017),Drama,2017.0
171881,Mindhorn (2017),Comedy,2017.0
171889,Oasis (2017),Drama|Sci-Fi,2017.0
171907,The Shadow Effect (2017),Action|Thriller,2017.0
171911,Commando 2: The Black Money Trail (2017),Action,2017.0
171925,Hounds of Love (2017),Crime,2017.0
171937,Monster High: Electrified (2017),Animation|Children,2017.0
171983,Patti Cake$ (2017),Drama,2017.0
172009,Loveless (2017),Drama,2017.0
172051,Moonlight in Vermont (2017),Romance,2017.0
172065,Handsome: A Netflix Mystery Movie (2017),Comedy,2017.0
172067,Batman & Bill (2017),Documentary,2017.0
172131,The Axe Murders of Villisca (2017),Horror,2017.0
172159,Sorceress (2017),Drama|Fantasy|Horror,2017.0
172385,We Still Steal the Old Way (2017),Crime|Drama,2017.0
172391,Permission (2017),Comedy|Romance,2017.0
172413,Ismael's Ghosts (2017),Drama,2017.0
172433,The Hunter's Prayer (2017),Action|Thriller,2017.0
172449,He Even Has Your Eyes (2017),Comedy,2017.0
172455,Beatriz at Dinner (2017),Comedy,2017.0
172461,Get Me Roger Stone (2017),Documentary,2017.0
172465,Bolshoi (2017),(no genres listed),2017.0
172491,Blue World Order (2017),(no genres listed),2017.0
172537,Boone: The Bounty Hunter (2017),Action,2017.0
172547,Despicable Me 3 (2017),Adventure|Animation|Children|Comedy,2017.0
172601,The Levelling (2017),Drama,2017.0
172617,Tracktown (2017),Drama,2017.0
172663,King Charles III (2017),Drama,2017.0
172667,First They Killed My Father (2017),Drama,2017.0
172699,Mommy Dead and Dearest (2017),Documentary,2017.0
172701,Alcoholist (2017),Thriller,2017.0
172705,Tickling Giants (2017),Documentary,2017.0
172709,Dead Awake (2017),Horror|Thriller,2017.0
172803,The Midwife (2017),Comedy|Drama,2017.0
172807,A Family Man (2017),Drama,2017.0
172809,Paris Can Wait (2017),Romance,2017.0
172813,The Wizard of Lies (2017),Drama,2017.0
172937,Oceans Rising (2017),Sci-Fi,2017.0
172957,Revengeance (2017),Action|Animation|Comedy,2017.0
173007,Blame! (2017),Action|Animation|Drama|Horror|Sci-Fi,2017.0
173119,Kill 'em All (2017),Action,2017.0
173137,Kill Switch (2017),Sci-Fi,2017.0
173139,The Bad Batch (2017),Horror|Romance|Thriller,2017.0
173143,Maigrets Night at the Crossroads (2017),Crime|Mystery|Thriller,2017.0
173145,War for the Planet of the Apes (2017),Action|Adventure|Drama|Sci-Fi,2017.0
173161,Kidnap (2017),Drama|Thriller,2017.0
173173,This Is Not What I Expected (2017),Comedy|Romance,2017.0
173175,Badrinath Ki Dulhania (2017),Comedy|Drama|Romance,2017.0
173197,The Square (2017),Drama,2017.0
173203,How to Talk to Girls at Parties (2017),Comedy|Romance|Sci-Fi,2017.0
173205,The Meyerowitz Stories (2017),Comedy,2017.0
173209,War Machine (2017),Comedy|Drama|War,2017.0
173235,Tokyo Idols (2017),Documentary,2017.0
173241,Becoming Bond (2017),Comedy|Documentary,2017.0
173247,La familia (2017),Drama,2017.0
173253,Vir Das: Abroad Understanding (2017),Comedy,2017.0
173255,"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",Comedy,2017.0
173273,Wakefield (2017),Drama,2017.0
173281,The Wedding Plan (2017),Comedy|Romance,2017.0
173283,Red Nose Day Actually (2017),Comedy|Romance,2017.0
173285,Whitney: Can I Be Me (2017),Documentary,2017.0
173291,Valerian and the City of a Thousand Planets (2017),Action|Adventure|Sci-Fi,2017.0
173315,Long Strange Trip (2017),Documentary,2017.0
173319,Warning: This Drug May Kill You (2017),Documentary,2017.0
173323,The Mars Generation (2017),Documentary,2017.0
173331,Kincsem (2017),Adventure|Drama|Romance,2017.0
173369,You Were Never Really Here (2017),Drama,2017.0
173429,Hasan Minhaj: Homecoming King (2017),Comedy,2017.0
173439,Happy Burnout (2017),Comedy,2017.0
173467,Sarah Silverman: A Speck of Dust (2017),Comedy,2017.0
173481,Three heroes and the King of the Sea (2017),(no genres listed),2017.0
173483,Vamps (2017),Action|Fantasy|Horror|Thriller,2017.0
173493,Breakdown Lane (2017),Drama|Horror|Thriller,2017.0
173495,Rock 'n Roll (2017),Comedy,2017.0
173499,Black Butterfly (2017),Thriller,2017.0
173501,I am Jane Doe (2017),Crime|Documentary,2017.0
173711,Dumb: The Story of Big Brother Magazine (2017),Documentary,2017.0
173731,Sweet Virginia (2017),(no genres listed),2017.0
173733,Mobile Homes (2017),Drama,2017.0
173735,The Farthest (2017),Documentary,2017.0
173745,A Stork's Journey (2017),Adventure|Animation,2017.0
173769,The Journey (2017),Drama,2017.0
173783,All About the Money (2017),(no genres listed),2017.0
173817,Он вам не Димон (2017),Documentary|Mystery,2017.0
173823,Brain on Fire (2017),Drama,2017.0
173831,Lucid Dream (2017),Sci-Fi|Thriller,2017.0
173835,Drone (2017),Thriller,2017.0
173837,Dragonheart: Battle for the Heartfire (2017),Fantasy,2017.0
173847,Stasis (2017),Sci-Fi,2017.0
173849,Amor.com (2017),Romance,2017.0
173857,Growing Up Smith (2017),Children|Comedy|Drama,2017.0
173879,Shimmer Lake (2017),(no genres listed),2017.0
173897,Extraordinary Mission (2017),Action|Crime|Thriller,2017.0
173925,Seven Sisters (2017),Sci-Fi|Thriller,2017.0
173933,The Son of Bigfoot (2017),Animation|Children,2017.0
173935,Tokyo Ghoul (2017),Action|Drama|Horror|Thriller,2017.0
173939,On Body and Soul (2017),Drama|Romance,2017.0
173941,Atomic Blonde (2017),Thriller,2017.0
173975,God of War (2017),Action,2017.0
174005,Aaron's Blood (2017),(no genres listed),2017.0
174013,New Trial (2017),Drama,2017.0
174015,Saving Banksy (2017),Documentary,2017.0
174017,The Exception (2017),Drama,2017.0
174045,Goon: Last of the Enforcers (2017),Comedy,2017.0
174055,Dunkirk (2017),Action|Drama|Thriller|War,2017.0
174111,Bairavaa (2017),Action,2017.0
174181,The Keepers (2017),Crime|Documentary|Drama,2017.0
174365,The Summoning (2017),Drama|Mystery|Thriller,2017.0
174367,Go North (2017),Adventure|Drama|Romance|Thriller,2017.0
174371,Once Upon a Time in Venice (2017),Comedy,2017.0
174403,The Putin Interviews (2017),(no genres listed),2017.0
174407,An Inconvenient Sequel (2017),Documentary,2017.0
174423,Rakka (2017),Action|Sci-Fi,2017.0
174427,Savage Dog (2017),Action,2017.0
174431,Jawbone (2017),Action|Drama,2017.0
174471,Confidential Assignment (2017),Action|Comedy,2017.0
174473,Altitude (2017),Action|Thriller,2017.0
174481,Strong Island (2017),Documentary,2017.0
174493,Cream (2017),Animation|Comedy|Horror|Sci-Fi,2017.0
174503,Orbiter 9 (2017),Romance|Sci-Fi,2017.0
174527,Chasing Trane: The John Coltrane Documentary (2017),Documentary,2017.0
174549,Mutafukaz (2017),Animation|Sci-Fi,2017.0
174565,Abacus: Small Enough to Jail (2017),Documentary,2017.0
174585,Transformers: The Last Knight (2017),Action|Adventure|Sci-Fi|Thriller,2017.0
174645,Churchill (2017),Drama|Thriller|War,2017.0
174655,Dina (2017),Documentary,2017.0
174661,Tubelight (2017),Drama|War,2017.0
174663,The Hatton Garden Job (2017),Crime,2017.0
174665,Hampstead (2017),Comedy|Romance,2017.0
174679,1 Night (2017),Drama|Romance,2017.0
174681,"Oh, Hello: On Broadway (2017)",Comedy,2017.0
174683,Site Unseen: An Emma Fielding Mystery (2017),Drama|Mystery,2017.0
174697,Savageland (2017),Horror|Mystery,2017.0
174701,Ava (2017),Drama,2017.0
174711,You Get Me (2017),Drama|Romance|Thriller,2017.0
174713,Grey Lady (2017),(no genres listed),2017.0
174727,Good Time (2017),Crime|Drama,2017.0
174743,Eat Local (2017),Action|Comedy|Horror,2017.0
174745,Instant Death (2017),Action|Crime,2017.0
174751,Tuintje in mijn hart (2017),Drama|Romance,2017.0
174755,Selfie (2017),Comedy,2017.0
174795,Duckweed (2017),Comedy|Drama,2017.0
174797,Kavan (2017),Drama|Thriller,2017.0
174805,Hell on Earth: The Fall of Syria and the Rise of ISIS (2017),Documentary,2017.0
174815,The House (2017),Comedy,2017.0
174819,Five Came Back (2017),Documentary|War,2017.0
174821,The Babymoon (2017),Action|Adventure|Comedy|Drama|Romance,2017.0
174827,Legion of Brothers (2017),Documentary,2017.0
174831,Summer 1993 (2017),Children|Drama,2017.0
174833,Miss Impossible (2017),Drama,2017.0
174845,Return to Montauk (2017),Drama,2017.0
174859,120 Beats Per Minute (2017),(no genres listed),2017.0
174887,Chuck (2017),Drama,2017.0
174893,2:22 (2017),Drama|Thriller,2017.0
174901,A Bag of Marbles (2017),Drama,2017.0
174909,Logan Lucky (2017),Comedy,2017.0
174911,Addicted to Porn: Chasing the Cardboard Butterfly (2017),Documentary,2017.0
174921,Lasciati andare (2017),Comedy,2017.0
174929,Ripped (2017),Comedy,2017.0
174933,Firebase (2017),Sci-Fi|War,2017.0
175141,City of Ghosts (2017),Documentary,2017.0
175143,Chasing Coral (2017),Documentary,2017.0
175145,Whose Streets? (2017),Documentary,2017.0
175147,This Is Everything: Gigi Gorgeous (2017),Documentary,2017.0
175151,78/52 (2017),Documentary,2017.0
175153,Cries from Syria (2017),Documentary,2017.0
175155,Unacknowledged (2017),Documentary,2017.0
175157,Tell Them We Are Rising: The Story of Black Colleges and Universities (2017),Documentary,2017.0
175159,Water & Power: A California Heist (2017),Documentary,2017.0
175161,Bobbi Jene (2017),Documentary,2017.0
175165,What the Health (2017),Documentary,2017.0
175167,Joshua: Teenager vs. Superpower (2017),Documentary,2017.0
175169,Rumble: The Indians Who Rocked the World (2017),Documentary,2017.0
175171,Served Like a Girl (2017),Documentary,2017.0
175173,Give Me Future: Major Lazer in Cuba (2017),Documentary,2017.0
175175,Unrest (2017),Documentary,2017.0
175177,The Force (2017),Documentary,2017.0
175179,Bill Nye: Science Guy (2017),Documentary,2017.0
175187,Revolt (2017),Sci-Fi,2017.0
175191,Hickok (2017),(no genres listed),2017.0
175195,Polaroid (2017),Horror,2017.0
175197,The Dark Tower (2017),Fantasy|Horror|Sci-Fi|Western,2017.0
175199,Annabelle: Creation (2017),Horror,2017.0
175205,Soundtrack (2017),Drama,2017.0
175221,The Story of High Noon (2017),Action|Crime,2017.0
175233,Inconceivable (2017),Drama|Thriller,2017.0
175239,Bon Cop Bad Cop 2 (2017),Action|Comedy|Crime,2017.0
175243,Security (2017),Action,2017.0
175253,Overdrive (2017),Action|Thriller,2017.0
175267,Speech & Debate (2017),Comedy|Drama,2017.0
175277,"Faces, Places (2017)",Documentary,2017.0
175281,Tour De Pharmacy (2017),Comedy,2017.0
175299,The Survival Family (2017),(no genres listed),2017.0
175301,Lemon (2017),Comedy|Drama,2017.0
175303,It (2017),Horror,2017.0
175323,Dirty Dancing (2017),Drama|Romance,2017.0
175351,Devil's Gate (2017),Sci-Fi|Thriller,2017.0
175355,Obit (2017),Documentary,2017.0
175367,The Truth Is in the Stars (2017),Documentary,2017.0
175475,The Emoji Movie (2017),Animation|Children|Comedy,2017.0
175479,Detective Conan: Crimson Love Letter (2017),Action|Adventure|Animation|Children|Crime|Mystery,2017.0
175485,Death Note (2017),Horror|Thriller,2017.0
